id,isDefault
1000575,0.029621383989090627
1028125,0.08722455057830175
1010694,0.029252687496861957
1026712,0.029043861069364595
1002895,0.03467539493048095
1023930,0.32307714244873764
1031202,0.04938805610020253
1041065,0.029043861069364595
1037799,0.044106841351483836
1036385,0.0295027918025334
1028640,0.17551360186076548
1046198,0.028940988023705323
1005902,0.05884577567209362
1001958,0.05971845589183773
1021171,0.0423972712749085
1018693,0.0425344819247656
1046881,0.03436494992595166
1008394,0.3340553565264366
1039986,0.332703354403944
1028449,0.6356881182730616
1037670,0.03185880864230816
1030356,0.029621383989090627
1047759,0.4717653463002296
1033422,0.03478852307559813
1041457,0.028940988023705323
1047669,0.3895880731339379
1013635,0.028900964421185532
1009911,0.054824506851668835
1026052,0.03994679637386417
1013010,0.03773425976151039
1000541,0.034859981881920535
1023933,0.039414596822550774
1017173,0.12109492526127273
1010278,0.046647459639238206
1042322,0.029621383989090627
1035083,0.04127999620000586
1017136,0.04219364149359253
1008825,0.042797915697260575
1035744,0.19985772709941893
1019544,0.5659290271203743
1019583,0.5018833679080485
1015244,0.03986156648029125
1001057,0.043052953967582235
1018597,0.029043861069364595
1036106,0.4589173120003816
1021590,0.03379516647049745
1028479,0.2375208276109299
1022178,0.18695121045125043
1021768,0.0467368763474122
1044905,0.05909278628383986
1018188,0.029621383989090627
1034782,0.06364045424980545
1043358,0.5285146746721909
1012386,0.04102566426504685
1019710,0.4490855565687483
1003882,0.029043861069364595
1041743,0.030570196839795994
1045699,0.4142369320578507
1023722,0.15530297641015203
1005903,0.6352638047881944
1032382,0.20774340206257286
1032769,0.04578606824512475
1016556,0.17098309137772677
1018606,0.029621383989090627
1034996,0.0532906268066099
1030041,0.03478852307559813
1034236,0.3094158293527933
1027554,0.4230344264814731
1005162,0.2537508547850947
1011175,0.1577188448424598
1033902,0.2538022819146226
1014356,0.5642042111966298
1045176,0.3554776662561179
1048152,0.39391555166044656
1026600,0.0494321739300826
1046111,0.4578647577999029
1010478,0.030018278396261824
1019200,0.043908772349229734
1030818,0.03122472873989025
1041083,0.08393714502458674
1020605,0.028940988023705323
1020932,0.5088168803883408
1031833,0.028900964421185532
1002413,0.42514085211224195
1015116,0.029043861069364595
1011414,0.029621383989090627
1032688,0.045238698453848945
1011934,0.3439610385526522
1024629,0.04102566426504685
1033891,0.028900964421185532
1024842,0.03803782596005603
1027018,0.029043861069364595
1004702,0.03654491300300396
1009408,0.321092208736021
1026577,0.030373946950086158
1039347,0.031330632793509075
1027392,0.039698303890400556
1033583,0.5219152019303214
1030357,0.5748799543492488
1036590,0.030913900539194062
1019761,0.04102566426504685
1011949,0.029610845256478148
1035693,0.029043861069364595
1021378,0.03478852307559813
1031346,0.066302225925965
1017477,0.10980314564953673
1048032,0.06542026381646485
1038679,0.0430903803672777
1007051,0.03027472420349848
1000452,0.028940988023705323
1013922,0.11741606877243149
1046564,0.030373946950086158
1017521,0.029043861069364595
1009082,0.04473723556443299
1015316,0.028940988023705323
1017718,0.033080790697004064
